Timestamp,Temp,Hum (%),Voltage (V),Current (Amp),Vibration (Vib)
2/13/2023,23.8,39.1,35.44,1.98,9.79
2/13/2023,23.8,39.1,35.44,1.98,9.79
2/13/2023,23.8,39.1,35.44,1.98,9.79
2/13/2023,23.8,39.1,35.44,1.98,9.79
2/13/2023,23.8,39.1,35.44,1.98,9.79
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,35.85,1.87,10.63
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.7,39.1,80.95,1.89,9.38
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,36.16,1.99,9.82
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,35.13,1.96,9.78
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,38.9,39.23,1.81,9.95
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,37.77,2.21,10.15
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,23.9,39,38.47,1.92,9.97
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.8,35.69,1.83,10.33
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.6,34.36,1.83,9.56
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.5,41.08,2.1,9.09
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.7,27.99,1.23,9.42
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24,38.8,26.04,1.37,9.65
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,26.81,1.55,9.84
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24.1,38.7,27.86,1.61,10.13
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,24,40.3,24.81,1.47,10.23
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,26.87,1.86,9.24
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.1,16.21,1.35,9.54
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,23.9,39.2,24.55,1.91,10.12
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,24,38.9,25.01,1.68,9.69
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,16.77,1.26,10.32
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,23.11,1.5,9.82
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,23.9,38.8,27.02,1.94,10.01
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,24,38.8,25.63,2.07,9.12
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,38.9,28.06,2.16,9.42
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,23.9,39,80.89,2.29,9.78
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.8,46.17,2.25,10.01
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.16,2.58,9.75
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,24,38.9,47.04,2.5,10.21
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,46.74,2.43,9.62
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.9,39.1,47.95,2.2,10.23
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.8,39.3,40.79,2.06,10.04
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,43.14,2.03,9.12
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.3,33.05,1.67,9.04
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.2,43.35,2.15,9.84
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,23.9,39.1,40.82,2.44,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.16,9.69
2/13/2023,40,39.1,25.63,2.16,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.16,9.69
2/13/2023,40,39.1,25.63,2.16,9.69
2/13/2023,40,39.1,25.63,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,25.63,2.07,9.69
2/13/2023,40,39.1,28.06,2.16,9.69
2/13/2023,40,39.1,28.06,2.16,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.69
2/13/2023,40,39.1,28.06,1.94,9.85
2/13/2023,40,39.1,28.06,1.94,9.85
2/13/2023,40,39.1,28.06,1.94,9.85
2/13/2023,40,39.1,28.06,1.94,9.85
2/13/2023,40,39.1,25.63,1.94,9.85
2/13/2023,40,39.1,25.63,1.94,9.85
2/13/2023,40,39.1,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.16,9.85
2/13/2023,45.1,40.5,28.06,2.16,9.85
2/13/2023,45.1,40.5,28.06,1.94,9.85
2/13/2023,45.1,40.5,28.06,1.94,9.85
2/13/2023,45.1,40.5,28.06,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.16,9.85
2/13/2023,45.1,40.5,28.06,2.16,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,28.06,1.94,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,28.06,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.07,9.85
2/13/2023,45.1,40.5,25.63,2.16,9.85
2/13/2023,45.1,40.5,25.63,2.16,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,25.63,1.94,9.85
2/13/2023,45.1,40.5,28.06,1.94,9.85
2/13/2023,45.1,60.5,25.63,1.94,9.75
2/13/2023,45.1,60.5,25.63,1.94,9.75
2/13/2023,45.1,60.5,28.06,1.94,9.75
2/13/2023,45.1,60.5,28.06,2.07,9.75
2/13/2023,45.1,60.5,28.06,2.07,9.75
2/13/2023,22.5,60.5,28.06,2.07,9.75
2/13/2023,22.5,60.5,28.06,2.07,10.21
2/13/2023,22.5,60.5,28.06,2.07,10.21
2/13/2023,22.5,60.5,28.06,2.07,10.21
2/13/2023,22.5,60.5,28.06,2.07,10.21
2/13/2023,22.5,60.5,25.63,2.07,10.21
2/13/2023,22.5,60.5,25.63,2.16,10.21
2/13/2023,22.5,60.5,25.63,2.16,10.21
2/13/2023,22.5,60.5,25.63,2.07,10.21
2/13/2023,22.5,60.5,25.63,2.07,9.62
2/13/2023,22.5,60.5,25.63,2.16,9.62
2/13/2023,22.5,60.5,25.63,2.16,9.62
2/13/2023,24.1,60.5,28.06,1.94,9.62
2/13/2023,24.1,60.5,25.63,1.94,9.62
2/13/2023,24.1,60.5,25.63,1.94,9.62
2/13/2023,24.1,60.5,25.63,1.94,9.62
2/13/2023,24.1,60.5,25.63,1.94,9.62
2/13/2023,24.1,60.5,25.63,1.94,10.23
2/13/2023,24.1,60.5,25.63,1.94,10.23
2/13/2023,24.1,60.5,28.06,1.94,10.23
2/13/2023,24.1,65.5,25.63,2.07,9.75
2/13/2023,24.1,65.5,25.63,2.07,9.75
2/13/2023,24.1,65.5,28.06,2.07,9.75
2/13/2023,24.1,65.5,28.06,2.07,9.75
2/13/2023,24.1,65.5,28.06,2.07,9.75
2/13/2023,24.1,65.5,28.06,2.07,9.75
2/13/2023,24.1,65.5,28.06,2.07,10.21
2/13/2023,24.1,65.5,28.06,2.07,10.21
2/13/2023,24.1,65.5,28.06,2.16,10.21
2/13/2023,24.1,65.5,28.06,2.16,10.21
2/13/2023,24.1,65.5,25.63,2.07,10.21
2/13/2023,24.1,65.5,25.63,2.07,10.21
2/13/2023,24.1,65.5,25.63,2.16,10.21
2/13/2023,24.1,65.5,25.63,2.16,10.21
2/13/2023,24.1,65.5,25.63,1.94,9.62
2/13/2023,24.1,65.5,25.63,1.94,9.62
2/13/2023,24.1,65.5,25.63,1.94,9.62
2/13/2023,24.1,65.5,28.06,1.94,9.62
2/13/2023,24.1,65.5,25.63,1.94,9.62
2/13/2023,24.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,2.07,10.23
2/13/2023,25.1,65.5,25.63,2.07,10.23
2/13/2023,25.1,65.5,28.06,2.07,10.23
2/13/2023,25.1,65.5,25.63,2.07,9.75
2/13/2023,25.1,65.5,25.63,2.07,9.75
2/13/2023,25.1,65.5,28.06,2.07,9.75
2/13/2023,25.1,65.5,28.06,2.07,9.75
2/13/2023,25.1,65.5,28.06,2.07,9.75
2/13/2023,25.1,65.5,28.06,2.16,9.75
2/13/2023,25.1,65.5,28.06,2.16,10.21
2/13/2023,25.1,65.5,28.06,2.07,10.21
2/13/2023,25.1,65.5,28.06,2.07,10.21
2/13/2023,25.1,65.5,28.06,2.16,10.21
2/13/2023,25.1,65.5,25.63,2.16,10.21
2/13/2023,25.1,65.5,25.63,1.94,10.21
2/13/2023,25.1,65.5,25.63,1.94,10.21
2/13/2023,25.1,65.5,25.63,1.94,10.21
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,28.06,1.94,9.62
2/13/2023,25.1,65.5,25.63,1.94,9.62
2/13/2023,25.1,65.5,25.63,2.07,9.62
2/13/2023,25.1,65.5,25.63,2.07,9.62
2/13/2023,25.1,65.5,25.63,2.07,9.62
2/13/2023,25.1,65.5,25.63,2.07,10.23
2/13/2023,25.1,65.5,25.63,2.07,10.23
2/13/2023,25.1,65.5,28.06,2.07,10.23
2/13/2023,25.1,65.5,25.63,2.07,9.62
2/13/2023,25.1,65.5,25.63,2.07,9.62
2/13/2023,25.1,65.5,28.06,2.16,9.62
2/13/2023,25.1,65.5,28.06,2.16,9.62
2/13/2023,25.1,65.5,28.06,2.07,9.62
2/13/2023,25.1,65.5,28.06,2.07,9.62
2/13/2023,25.1,65.5,28.06,2.16,9.62
2/13/2023,25.1,39.1,28.06,2.16,5.5
2/13/2023,25.1,39.1,28.06,1.94,5.5
2/13/2023,25.1,39.1,28.06,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,1.94,5.5
2/13/2023,25.1,39.1,25.63,2.07,5.5
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.07,6.8
2/13/2023,25.1,39.1,28.06,2.16,6.8
